FLAG_NM,FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,HMPG_URL,TEL_NO,BASE_DE
와인바,쁘띠졸리,강원도 원주시 서원대로86번길 36,42,42130,127.921764,37.350344,강원,blog.naver.com/petit_bistro,033-731-9898,2021-12-31
와인바,치악다래농장,강원도 원주시 소초면 하초구길 285,42,42130,128.01849,37.367192,강원,www.토종다래.com/,010-2519-4577,2021-12-31
와인바,떼루아 와인살롱,강원도 원주시 원일로 80-1 101호,42,42130,127.950909,37.348386,강원,,010-7773-6311,2021-12-31
와인바,아름드리,강원도 원주시 일산로 39-3 아름드리,42,42130,127.948561,37.348133,강원,,033-748-0999,2021-12-31
와인바,아싸비어 원주기업도시점,강원도 원주시 지정면 가곡로 134 라온프라이빗 상가동 1층 106호,42,42130,127.872989,37.384454,강원,,033-731-1467,2021-12-31
와인바,파니올로,강원도 원주시 지정면 월송석화로 292,42,42130,127.853652,37.392379,강원,,033-731-7932,2021-12-31
와인바,두에마니,강원도 원주시 천사로 23 2층,42,42130,127.927714,37.348221,강원,www.instagram.com/duemani_trattoria/,033-742-1181,2021-12-31
와인바,가배지기의커피창고,강원도 원주시 치악로 1570,42,42130,127.962197,37.323394,강원,blog.naver.com/aigguy,033-762-9204,2021-12-31
와인바,베니니,강원도 원주시 혁신로 37-1 반곡빌딩 3층,42,42130,127.978648,37.324002,강원,,033-742-5452,2021-12-31
와인바,베니니,강원도 원주시 혁신로 37-1 반곡빌딩 3층,42,42130,127.978648,37.324002,강원,,033-742-5452,2021-12-31
와인바,제이바,강원도 원주시 황금로 8 158  159호,42,42130,127.98746,37.327292,강원,,033-734-9611,2021-12-31
와인바,제이바,강원도 원주시 황금로 8 158 159호,42,42130,127.98746,37.327292,강원,,033-734-9611,2021-12-31
와인바,설악산발효영농조합법인,강원도 인제군 북면 원통로74번길 10-49,42,42810,128.202678,38.117744,강원,www.sasdb.com/,010-3062-2021,2021-12-31
와인바,컨벤션호텔 더그릴,강원도 정선군 사북읍 하이원길 265,42,42770,128.820902,37.212196,강원,,033-590-7251,2021-12-31
와인바,블루앤블루스,강원도 정선군 정선읍 5일장길 42-7,42,42770,128.664895,37.38022,강원,,033-563-3322,2021-12-31
와인바,블루앤블루스,강원도 정선군 정선읍 5일장길 42-7,42,42770,128.664895,37.38022,강원도,,033-563-3322,2021-12-31
와인바,양지촌식당,강원도 춘천시 남산면 서천길 145 양지촌 네스트양지,42,42110,127.545369,37.844287,강원,blog.naver.com/didwlchs1211,033-263-1201,2021-12-31
와인바,세계주류,강원도 춘천시 동내면 순환대로 630,42,42110,127.762039,37.839752,강원,www.worldliquor.co.kr,033-264-3012,2021-12-31
와인바,세계주류마켓,강원도 춘천시 동내면 순환대로 632,42,42110,127.762278,37.839708,강원,www.worldliquormarket.co.kr,010-2669-0623,2021-12-31
와인바,펠리체0412,강원도 춘천시 동내면 외솔길19번길 49-14,42,42110,127.756071,37.85795,강원,,033-262-0412,2021-12-31
와인바,화자다이닝펍,강원도 춘천시 동내면 외솔길19번길 49-16,42,42110,127.756288,37.857896,강원,hwaja486.modoo.at/?link=4tvrg7jk,033-264-6567,2021-12-31
와인바,마드레,강원도 춘천시 동내면 외솔길19번길 49-28 102호,42,42110,127.757502,37.85825,강원,,033-263-1188,2021-12-31
와인바,달빛별빛,강원도 춘천시 동내면 외솔길19번길 80-36 2층,42,42110,127.758754,37.857811,강원,,033-264-4566,2021-12-31
와인바,페스토,강원도 춘천시 동내면 외솔길19번길 80-54,42,42110,127.758198,37.857549,강원,pesto.modoo.at,033-264-4772,2021-12-31
와인바,즐거운밥상 봄여울,강원도 춘천시 동면 금촌로 394,42,42110,127.777793,37.875509,강원,,033-254-8191,2021-12-31
와인바,델모니코스,강원도 춘천시 동면 순환대로 1154-106,42,42110,127.777276,37.892348,강원,blog.naver.com/idelmonicos,033-252-0999,2021-12-31
와인바,산토리니,강원도 춘천시 동면 순환대로 1154-97,42,42110,127.776494,37.891419,강원,춘천산토리니.com/,033-242-3010,2021-12-31
와인바,밀리바닐리,강원도 춘천시 백령로138번길 35 지하1,42,42110,127.744461,37.873405,강원,instagram.com/milli.vanilli__,033-5425-4183,2021-12-31
와인바,이상원미술관 라운지05,강원도 춘천시 사북면 화악지암길 99 이상원미술관 라운지05,42,42110,127.576348,37.968373,강원,/lswmuseum.modoo.at,033-243-2115,2021-12-31
와인바,베카랜드,강원도 춘천시 서면 박사로 851-1,42,42110,127.689068,37.892887,강원,beca.co.kr,033-253-0045,2021-12-31
와인바,포지티브즈,강원도 춘천시 서부대성로205번길 10,42,42110,127.741841,37.874841,강원,instagram.com/positives_chuncheon,010-9505-8394,2021-12-31
와인바,맥고을,강원도 춘천시 서부대성로44번길 11-1,42,42110,127.727548,37.882251,강원,,033-255-9530,2021-12-31
와인바,팔미농원,강원도 춘천시 신동면 설미길 218-21,42,42110,127.677081,37.810339,강원,,033-261-0134,2021-12-31
와인바,세컨드테이블,강원도 춘천시 신동면 풍류1길 16,42,42110,127.717962,37.817508,강원,www.facebook.com/secondtable,033-263-9008,2021-12-31
와인바,샘토명물닭갈비,강원도 춘천시 신북읍 신샘밭로 671,42,42110,127.784249,37.930276,강원,,033-241-9995,2021-12-31
와인바,샷바 브아,강원도 춘천시 애막골길3번길 14-1 1층 샷바 브아,42,42110,127.751123,37.866211,강원,,033-261-1092,2021-12-31
와인바,와인 아울렛,강원도 춘천시 우석로 53-1 와인아울렛,42,42110,127.751256,37.86395,강원,,033-262-3580,2021-12-31
와인바,와인아울렛,강원도 춘천시 우석로 53-1 와인아울렛,42,42110,127.751256,37.86395,강원도,,033-262-3580,2021-12-31
와인바,누보,강원도 춘천시 퇴계로 13,42,42110,127.723583,37.866582,강원,www.j-nouveau.com/,033-261-7570,2021-12-31
와인바,미자빠,강원도 춘천시 행촌로32번길 6,42,42110,127.724576,37.859133,강원,,010-2885-8111,2021-12-31
와인바,색다른삼겹살,강원도 태백시 황지로 51,42,42190,128.99075,37.16349,강원,,070-7788-1117,2021-12-31
와인바,스위스램,강원도 평창군 대관령면 대관령마루길 365-12,42,42760,128.742452,37.685524,강원,blog.naver.com/kangkang0429/221601198276,033-333-9272,2021-12-31
와인바,park&느리게,강원도 평창군 대관령면 올림픽로 171,42,42760,128.710491,37.667745,강원,,033-335-7354,2021-12-31
와인바,EUROVINO,강원도 평창군 대관령면 올림픽로 171,42,42760,128.710491,37.667745,강원,,033-336-7354,2021-12-31
와인바,스노우블러섬,강원도 평창군 대관령면 차항길 159-23,42,42760,128.69167,37.700213,강원,,033-332-2334,2021-12-31
와인바,와우대관령한우 진부점,강원도 평창군 진부면 까치골길 7,42,42760,128.563453,37.646869,강원,wowhealthyfood.com/,033-334-1300,2021-12-31
와인바,와인펜션,강원도 홍천군 북방면 노일리,42,42720,127.734353,37.677362,강원,,,2021-12-31
와인바,샤또나드리,강원도 홍천군 서면 팔봉산로 811-28,42,42720,127.682672,37.692516,강원,www.neobeunaewine.com,010-5047-2908,2021-12-31
와인바,뷰링크,강원도 홍천군 홍천읍 닭바위1길 65 VIEWLINK 뷰링크,42,42720,127.902669,37.695669,강원,,033-433-8300,2021-12-31
와인바,돼지가와인에빠진날,강원도 홍천군 홍천읍 홍천로6길 18,42,42720,127.88467,37.690571,강원,,033-433-2208,2021-12-31
와인바,채향원,강원도 화천군 간동면 모현동로 185-19,42,42720,127.796039,38.039571,강원,www.blueberrysuite.com,033-441-1302,2021-12-31
와인바,디오니캐슬와인,강원도 횡성군 공근면 경강로초원6길 10,42,42790,127.929094,37.524548,강원,,033-344-7787,2021-12-31
와인바,파인밸리더가든키친,강원도 횡성군 청일면 춘당로 420,42,42790,128.177213,37.624825,강원도,pinut99.wix.com/pinevalley,033-342-7074,2021-12-31
와인바,보꼬네,경기 고양시 덕양구 동산1로 24 1층 b,,41281,126.884594,37.642761,경기도,www.instagram.com/boccone_pinachef,070-4222-2435,2021-12-31
와인바,피자앤와인,경기 고양시 덕양구 동산1로 8,,41281,126.886263,37.643336,경기도,blog.naver.com/kimds2050,02-381-9841,2021-12-31
와인바,앳머스피어,경기 고양시 덕양구 삼송로 8,,41281,126.874959,37.649797,경기도,atmosphere4k.modoo.at/,031-963-2060,2021-12-31
와인바,프로메사,경기 고양시 덕양구 서정마을2로7번길 27-13,,41281,126.846576,37.621699,경기도,www.instagram.com/promessa_official_/,031-938-6296,2021-12-31
와인바,뮤지엄오크,경기 고양시 덕양구 행주로15번길 11-38 1층,,41281,126.828487,37.599951,경기도,www.winemuseum.kr/,031-974-5599,2021-12-31
와인바,와인아울렛 라빈,경기 고양시 덕양구 행주로17번길 36 2층,,41281,126.826624,37.602464,경기도,www.lavigne.shop,031-979-1855,2021-12-31
와인바,와인아울렛라빈,경기 고양시 덕양구 행주로17번길 36 2층,,41281,126.826624,37.602464,경기도,www.lavigne.shop,031-979-1855,2021-12-31
와인바,유림가든,경기 고양시 덕양구 행주산성로 127-1 유림가든,,41281,126.818091,37.599973,경기도,,031-974-4107,2021-12-31
와인바,디팔라,경기 고양시 덕양구 화신로 273 명지프라자 1층 106호,,41281,126.830804,37.630599,경기도,,031-979-4183,2021-12-31
와인바,펍블레스,경기 고양시 덕양구 화신로260번길 37 3층,,41281,126.83252,37.632463,경기도,m.facebook.com/pubblessjack,010-9705-5991,2021-12-31
와인바,바카날레,경기 고양시 덕양구 화신로260번길 58 비전프라자,,41281,126.833288,37.633309,경기도,http://blog.naver.com/bacchanale1,070-4411-1120,2021-12-31
와인바,와인이야기,경기 고양시 덕양구 흥도로415번길 24 와인이야기,,41281,126.849018,37.641122,경기도,blog.naver.com/benbow528,031-966-1345,2021-12-31
와인바,카페델리,경기 고양시 일산동구 강송로87번길 35,,41285,126.787668,37.646337,경기도,,031-908-5900,2021-12-31
와인바,와인당,경기 고양시 일산동구 고봉로 32-20 m3빌딩 203호,,41285,126.766094,37.664061,경기도,www.instagram.com/wine_dang/,031-922-5285,2021-12-31
와인바,One Bar,경기 고양시 일산동구 고봉로 32-36 정안프라자,,41285,126.766636,37.663544,경기도,,031-919-2295,2021-12-31
와인바,베네일산점,경기 고양시 일산동구 고봉로 32-6,,41285,126.76561,37.66457,경기도,http://blog.naver.com/vino1865,031-916-1865,2021-12-31
와인바,레오네,경기 고양시 일산동구 대산로11번길 81,,41285,126.772037,37.666592,경기도,www.instagram.com/leone_osteria/,031-812-3983,2021-12-31
와인바,상상살롱,경기 고양시 일산동구 무궁화로 20-18 759,,41285,126.767296,37.661326,경기도,sangsalon.modoo.at/,070-4190-3335,2021-12-31
와인바,오늘와인한잔 라페스타점,경기 고양시 일산동구 무궁화로 31-17,,41285,126.766947,37.663241,경기도,,031-911-6611,2021-12-31
와인바,일산와인바 채드앤제이,경기 고양시 일산동구 백석로11번길 7-3,,41285,126.780912,37.643024,경기도,http://chadandj.github.io,031-906-5999,2021-12-31
와인바,와인&감성,경기 고양시 일산동구 산두로 195,,41285,126.782188,37.674518,경기도,,031-911-8797,2021-12-31
와인바,샤브홀리 일산본점,경기 고양시 일산동구 숲속마을로 85-26,,41285,126.79039,37.667151,경기도,blog.naver.com/okkumdo1,031-907-7849,2021-12-31
와인바,pino,경기 고양시 일산동구 애니골길 72,,41285,126.792197,37.673828,경기도,www.pino-restaurant.com,031-903-5904,2021-12-31
와인바,쉐프온테라스,경기 고양시 일산동구 위시티로 67 ck프라자 3층 쉐프온테라스,,41285,126.810844,37.67809,경기도,www.chefonterrace.co.kr/,031-967-5877,2021-12-31
와인바,마스터쉬림프,경기 고양시 일산동구 율천로8번길 7-11 1층,,41285,126.784926,37.666491,경기도,마스터쉬림프.com/,031-906-4666,2021-12-31
와인바,위드와인,경기 고양시 일산동구 일산로 412 일산빌딩,,41285,126.780376,37.671625,경기도,http://www.mvlhotel.com/goyang,031-913-3600,2021-12-31
와인바,밀레폴리에,경기 고양시 일산동구 일산로286번길 7-23 1층,,41285,126.785831,37.66241,경기도,blog.naver.com/millefoglie_,031-906-1200,2021-12-31
와인바,감성주방by형,경기 고양시 일산동구 일산로394번길 19-3,,41285,126.781924,37.670533,경기도,00sisimha.modoo.at,031-814-9476,2021-12-31
와인바,몽화가락,경기 고양시 일산동구 일산로394번길 19-9,,41285,126.78194,37.670975,경기도,,031-907-9595,2021-12-31
와인바,도어스엔테이블,경기 고양시 일산동구 일산로394번길 7,,41285,126.781497,37.670348,경기도,blog.naver.com/doors1027,031-906-1341,2021-12-31
와인바,꺄브일산점,경기 고양시 일산동구 장항로 165,,41285,126.779385,37.637341,경기도,www.lbwine.com/,031-908-9632,2021-12-31
와인바,죠인쉐프뉴욕 일산점,경기 고양시 일산동구 정발산로 24,,41285,126.772416,37.65527,경기도,,031-903-7001,2021-12-31
와인바,매드포갈릭 일산웨스턴돔점,경기 고양시 일산동구 정발산로 24 웨스턴돔 B동 3층,,41285,126.772416,37.65527,경기도,www.madforgarlic.com/,031-903-2644,2021-12-31
와인바,와인주막차차 일산점,경기 고양시 일산동구 정발산로 31-17 3층,,41285,126.771553,37.657478,경기도,winechacha.modoo.at/,031-901-2013,2021-12-31
와인바,퍼플,경기 고양시 일산동구 정발산로 31-9 레이크프라자 3층 303호 퍼플,,41285,126.77175,37.657174,경기도,ilsanpurple.modoo.at/,031-901-6817,2021-12-31
와인바,포폴로피자,경기 고양시 일산동구 정발산로 47 웅신아트 1층,,41285,126.773724,37.657762,경기도,www.instagram.com/pizzeria_popolo/,031-932-9337,2021-12-31
와인바,나뭇잎술집,경기 고양시 일산동구 정발산로196번길 23-2,,41285,126.787806,37.662241,경기도,,031-907-0362,2021-12-31
와인바,리즈,경기 고양시 일산동구 정발산로42번길 60,,41285,126.77357,37.655373,경기도,instagram.com/ilsan_leeds,010-5894-8133,2021-12-31
와인바,리퀴드,경기 고양시 일산동구 중앙로 1227 동양메이져타워 105호,,41285,126.774832,37.655854,경기도,,031-4634-1500,2021-12-31
와인바,데미안,경기 고양시 일산동구 중앙로 1261번길 61 메트로골드 106,,41285,126.770239,37.65741,경기도,http://www.instagram.com/demianbar,070-8777-0032,2021-12-31
와인바,오늘와인한잔 웨스턴돔점,경기 고양시 일산동구 중앙로1261번길 57 레이크프라자원 1층 105호  106호,,41285,126.770956,37.657246,경기도,http://oneulwine-ilsan.kr/,031-903-4781,2021-12-31
와인바,지느러미,경기 고양시 일산동구 중앙로1261번길 59 로얄프라자3,,41285,126.770391,37.657123,경기도,,031-9012491,2021-12-31
와인바,소리가있는동네,경기 고양시 일산동구 중앙로1261번길 79 하이베라스 2층,,41285,126.769941,37.656957,경기도,http://www.instagram.com/ilsansodong,031-904-5629,2021-12-31
와인바,더베러,경기 고양시 일산동구 중앙로1275번길 60-31 에메랄드빌딩,,41285,126.768471,37.660149,경기도,www.instagram.com/cafethebetter,031-903-3915,2021-12-31
와인바,일라고 로비 라운지,경기 고양시 일산동구 태극로 20 엠블호텔 1층,,41285,126.750795,37.661918,경기도,,031-927-7677,2021-12-31
와인바,토요일,경기 고양시 일산서구 강성로214번길 7-16 1층,,41285,126.752595,37.675587,경기도,blog.naver.com/toyoil2017,031-923-3861,2021-12-31
와인바,에떼르노,경기 고양시 일산서구 중앙로 1560 다산스카이빌,,41287,126.748642,37.676059,경기도,eterno.modoo.at/,031-916-2020,2021-12-31
와인바,더비스트로조선,경기 고양시 일산서구 탄중로101번길 41 더비스트로조선,,41287,126.755578,37.694477,경기도,thebistrochosun.modoo.at/,031-916-9900,2021-12-31
와인바,삐뽈리,경기 고양시 일산서구 탄현로6번길 25,,41287,126.774602,37.69327,경기도,peppoli2.modoo.at/,031-911-0024,2021-12-31
와인바,마리아정레시피,경기 과천시 대공원나들길 63,,41290,127.004875,37.434038,경기도,www.instagram.com/mariajungrecipe_official,02-532-4077,2021-12-31
와인바,엘올리브,경기 과천시 뒷골2로 16 에스엠케이,,41290,127.002235,37.4542,경기도,www.elolivo.kr/,02-502-1156,2021-12-31
와인바,원샷바,경기 과천시 별양상가로 7 벽산상가2층,,41290,126.992956,37.428008,경기도,,02-502-0274,2021-12-31
와인바,다디노 디노네집,경기 과천시 중앙로 137 가보자빌딩 3층,,41290,126.991713,37.428818,경기도,,02-3679-4454,2021-12-31
와인바,좋구먼 과천점,경기 과천시 중앙로 531,,41290,127.009846,37.456426,경기도,https://bit.ly/2WDoHsh,02-502-0999,2021-12-31
와인바,시드니램1901,경기 광명시 밤일로 8,,41210,126.863608,37.452029,경기도,sydneylamb1901.modoo.at/,02-897-6400,2021-12-31
와인바,피제리아소하,경기 광명시 소하로109번길 19 서울프라자 201호,,41210,126.884966,37.447646,경기도,instagram.com/ownerchef_un,02-899-1917,2021-12-31
와인바,투핸즈,경기 광명시 오리로 856 301호,,41210,126.867266,37.474743,경기도,,010-2059-1937,2021-12-31
와인바,와인싸롱뱅뱅,경기 광명시 오리로856번길 23 1층,,41210,126.869298,37.4757,경기도,,02-2611-0010,2021-12-31
와인바,The story of Alice,경기 광명시 철산로30번길 15 철산시장,,41210,126.870359,37.475088,경기도,cafe.naver.com/cafethestoryofalice,02-2612-3072,2021-12-31
와인바,오늘와인한잔 광주터미널점,경기 광주 경안로 14-14,,41210,127.259164,37.411,경기도,www.instagram.com/oneulwine_헛,,2021-12-31
와인바,보다,경기 광주 곤지암읍 독고개길 10 1층 102호,,41610,127.316058,37.359305,경기도,,031-699-5183,2021-12-31
와인바,라그로타,경기 광주 도척면 도척윗로 278,,41610,127.294622,37.337553,경기도,,031-8026-5566,2021-12-31
와인바,브릭,경기 광주 오포읍 새말길 305,,41610,127.173648,37.380391,경기도,,031-713-9888,2021-12-31
와인바,소풍,경기 광주 포돌이로17번길 4,,41610,127.249187,37.414604,경기도,cityfood.co.kr/h9/dugyaleusong,031-766-2567,2021-12-31
와인바,OBAR,경기 구리시 갈매중앙로 81-6,,41610,127.116996,37.632151,경기도,,031-574-0872,2021-12-31
와인바,쿠치나 디 까사,경기 구리시 갈매중앙로 81-6 203호,,41610,127.116996,37.632151,경기도,,031-528-5559,2021-12-31
와인바,오늘와인한잔 구리돌다리점,경기 구리시 검배로6번길 7 1층,,41310,127.141259,37.600073,경기도,,031-552-8747,2021-12-31
와인바,여우함박,경기 구리시 벌말로 67-6,,41310,127.146158,37.5827,경기도,,031-565-4727,2021-12-31
와인바,구리타워g레스토랑,경기 구리시 왕숙천로 49 전망대,,41310,127.160787,37.588599,경기도,www.guritower.kr/,031-554-0003,2021-12-31
와인바,화려한목요일,경기 구리시 장자대로1번길 82-11 1층,,41310,127.132457,37.591539,경기도,instagram.com/glamthu_,010-5558-0153,2021-12-31
와인바,핸드501,경기 구리시 체육관로 172번길 54-9,,41310,127.139274,37.599392,경기도,,031-553-0501,2021-12-31
와인바,핸드501,경기 구리시 체육관로172번길 54-9,,41310,127.139274,37.599392,경기도,www.hand501.com/,031-553-0501,2021-12-31
와인바,옥상식당,경기 군포시 산본로323번길 10-14 정완빌딩 601호,,41410,126.932482,37.359763,경기도,,031-396-5435,2021-12-31
와인바,만들기전문점,경기 군포시 산본로323번길 10-22 청운빌딩 3층,,41410,126.932161,37.360148,경기도,foodmanjum.modoo.at/,070-7739-6512,2021-12-31
와인바,Owl,경기 군포시 산본로323번길 16-12 센타빌딩,,41410,126.932216,37.359473,경기도,http://sanbonowl.modoo.at/,031-399-3997,2021-12-31
와인바,몽가타,경기 군포시 산본로323번길 16-12 센타빌딩B 4층,,41410,126.932216,37.359473,경기도,http://www.instagram.com/mangata.avr,031-396-7942,2021-12-31
와인바,와인싸롱 뱅뱅 산본역점,경기 군포시 산본로323번길 16-25 2층,,41410,126.931308,37.359753,경기도,,031-398-8550,2021-12-31
와인바,조제,경기 군포시 산본로323번길 21 청진빌딩 503호,,41410,126.931788,37.358586,경기도,https://www.instagram.com/josee_5f/,010-8329-0827,2021-12-31
와인바,떼루아와인아울렛,경기 김포시 고촌읍 은행영사정로 87,,41570,126.779839,37.602593,경기도,www.winedc.co.kr/,031-986-0777,2021-12-31
와인바,포크웨이즈,경기 김포시 고촌읍 장곡로68번길 82,,41570,126.74963,37.610422,경기도,www.instagram.com/folkways_cafe/,031-985-4059,2021-12-31
와인바,247BAR,경기 김포시 김포한강11로 288-31 3층 306호,,41570,126.684073,37.654886,경기도,http://cafe.naver.com/frhonor,031-987-2475,2021-12-31
